,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
1392,1392,436152,B000V1JVCG,XXX,XXX,3,3,3,1320537600,"Meh...Mystery-Meat ""meat"" balls","If I HAD to eat this, I would. It's not the most awful thing I've ever eaten. It's acceptable as far as this sort of thing goes, and the noodles and sauce aren't too bad...but...the meatballs taste like alpo. I know that sounds harsh and you're probably asking how I would know what alpo tastes like, but if you have big brothers....lol...anyway, let's just say that the meatballs are mealy and squishy and don't resemble any sort of meat in any capacity. That said, it's not my favorite and I won't buy it again. Try the cheese manicotti--the ricotta and sauce are very tasty. The turkey and dressing is good--it's just that sliced lunchmeat-type turkey but you get two slices of it over the top of some fairly decent dressing. The dressing has diced waterchestnuts in it. The gravy is plain old gravy--as with all of these, don't expect gourmet sauces or quality. Overall, this is a cheap alternative to take-out on a busy day. All are full of salt and fat and all the stuff we're not supposed to have but hey, live a little. :)",Positive,,,zz,0.085327201,0.061329816,0.182507417,0.131310009,0.094144766,0.127937759,0.129971774,0.182507417,3,Flavor/Taste,,,,
1393,1393,436530,B001JYU0BK,XXX,XXX,2,2,3,1285804800,Dog is not a fan,"My dog loves the chicken, steak, and peanut butter booda bones, but he's not as fond of the spearmint/peppermint variety.  My dog will eat it if offered, but my dad's dog who I often sit for will not even touch these.  I wouldn't recommend for a dog who prefers meat.",Positive,,,zz,0.091353555,0.051970121,0.10804364,0.209303877,0.033256211,0.139363369,0.125923973,0.209303877,4,Nutrition,,,,
1394,1394,436908,B002CZJY26,XXX,XXX,0,0,5,1338854400,good,"Halo is a great product and my dog loves peanut butter, so these are the treats for him. Quick shipping and would definitely recommend these to any dog owner",Positive,,,zz,0.09294329,0.041416703,0.141247398,0.261973154,0.107351243,0.165470192,0.179617251,0.261973154,4,Nutrition,,,,
1395,1395,437286,B0002PHEDO,XXX,XXX,4,4,5,1312848000,Great Product,This extract has a wonderful maple flavor.  I add it to agave syrup to get a much healthier pancake syrup than the high fructose poison that is sold in stores.  This extract has a dark color so with agave it looks just like regular syrup.  And great customer service to boot!,Positive,,,zz,0.040594159,0.034696052,0.128969703,0.093233771,0.108196201,0.098138245,0.090307435,0.128969703,3,Flavor/Taste,,,,
1396,1396,437664,B005A1LGIY,XXX,XXX,0,0,5,1319068800,Great Halloween Drink! Wow! Tart and Sweet!!,"This review is of the Crystal Light Mocktails Appletini, 1.69-Ounce Pack of 4: this flourescent green drink has the tartness that you would expect of an apple drink, although I did need to dilute it a bit to pull back on it's highly saturated flavor. That done, it is the perfect blend of tart and sweet. Did I mention the COLOR?? It is a bright, flourescent green, not unlike the color of those adorable VW beetles. My children say it looks like ""ghost green,"" or rather like the green mist out of a Scooby Doo episode. It's such fun that we are serving it in a frozen slushie on Halloween as ""ghost goo!""",Positive,,,zz,0.092018711,0.084322913,0.143487219,0.093369788,0.083057018,0.052035252,0.106083571,0.143487219,3,Flavor/Taste,,,,
1397,1397,438042,B0015D22C0,XXX,XXX,0,0,2,1349827200,Very disappointed......,"First of all, these jelly beans are way overpriced. I purchased several different flavors of your jelly beans, and I found them to be no more flavorful than jelly beans that I can purchase at my local candy shop (for half the price).  You really need to come down drastically on your prices.",Negative,,,zz,0.08527024,0.079260759,0.164313359,0.092750878,0.126781868,0.193469096,0.086205364,0.193469096,6,Price,,,,
1398,1398,438420,B0092X768K,XXX,XXX,1,1,4,1310169600,"Great product, poor packaging.","Just so future buyers know, these are delivered in a plain cardboard box open.  No plastic bag, not even a waxed box.<br /><br />I'm no germaphobe, but considering these get dragged through all kinds of environments during shipping, I don't think I will ordering them again, especially for $7 a pound.",Positive,,,zz,0.048601595,0.078291774,0.118572073,0.150540086,0.244985108,0.123928471,0.096295412,0.244985108,5,Packaging,,,,
1399,1399,438798,B005HGAV8I,XXX,XXX,2,2,5,1329609600,The selection is very much as anticipated!,"I was basically just interested in having my own personal k-cups to use with the office keurig machine, so I wasn't too concerned with the bad reviews regarding the balance of the variety of flavors (too many of 1 or 2, not a wide number of choices). So I was very pleasantly surprised upon arrival of my package -- the k-cups were packaged in a rectangular box (not the paper bag I saw mentioned previously), and the choices were awesome!!<br /><br />I would say that I got probably two of a whole slew of flavors: vanilla, butter toffee, blueberry, hazelnut, kahlua, spicy eggnog, the list goes on!! I think they really took in the feedback from customers because I really did not experience any of the negative issues previous customers had noted. All of my k-cups are not expired/good until at least this summer, did not arrive damaged, arrived in a robust cardboard box, and had 2 or so each of a large variety of flavors.<br /><br />Very excited to start trying the different flavors starting tomorrow!",Positive,,,zz,0.127495176,0.057280654,0.223416427,0.168645302,0.197579589,0.129629187,0.170305038,0.223416427,3,Flavor/Taste,,,,
1400,1400,439176,B004IJHY4Y,XXX,XXX,10,11,5,1199232000,"A sweet, healthy treat","Low sugar, low fat, a measured amount, and sweet and chocolatey enough to satisfy my evening sweet tooth cravings.",Positive,,,zz,0.018870638,0.030746057,0.11707694,0.127868946,0.031517362,0.09440369,0.091008429,0.127868946,4,Nutrition,,,,
1401,1401,439554,B0000ICLLS,XXX,XXX,0,0,1,1346025600,"Good golly, one of the most disgusting items I've put in my mouth!","These suckers have got to be one of the most gosh-aweful pieces of ""candy"" I've eaten.  I like spicy things, yet this candy felt like I sucking a salt-lick dipped in chili powder.  Granted I don't like salt-rimmed margaritas either, so those who do, might like this candy.  Honestly I couldn't get down to the mango bit in the center, I threw it away after the first taste.",Negative,,,zz,0.100663091,0.047493553,0.137606296,0.095448545,0.063685779,0.055366277,0.131935259,0.137606296,3,Flavor/Taste,,,,
1402,1402,439932,B001CU0N9K,XXX,XXX,1,2,5,1275609600,"Wonderful! Great snack, and weight loss friendly!!!","I'm on a very very very strict diet, and these jerky sticks were recommended by a few people on the same diet. I can't praise them enough!!<br /><br />They're moist, really delicious, healthy, and filling! They're everything I needed, and I'm hooked. The price is fantastic, the ingredients are excellent, these sticks are a win win!  I can't wait to try the other varities (I bought the natrual flavor so far).",Positive,,,zz,0.082008661,0.071213781,0.168764747,0.191233739,0.056551711,0.122200635,0.13915529,0.191233739,4,Nutrition,,,,
1403,1403,440310,B005ZBZLSU,XXX,XXX,1,1,5,1344988800,"Great strong coffee, Waste-avoiding K-cups!","I love the fact that this delicious, strong K-cup ready coffee comes with an exposed filter.  I'd been trying to cut the bottoms off of the K-cups I had been using, in order to recycle them. (good intentions, but not realistic!) The fact that they don't even have the bottom portion of the ""regular"" K-cups while still maintaining excellent, rich flavor makes me a convert.<br /><br />This flavor, French Roast, is bold, strong and just what I'm looking for as a morning coffee, and holds up very well as iced coffee as well.<br /><br />I'll be buying many more of these!",Positive,,,zz,0.294547387,0.161218375,0.304084703,0.177678927,0.161530338,0.188522279,0.157873275,0.304084703,3,Flavor/Taste,,,,
1404,1404,440688,B006H7PHHQ,XXX,XXX,0,0,5,1333065600,Not Lost In The Sauce.,"Review you say , does this sauce really need one ? I Mean it's got a taste that leaves you wanting More . You can drink it from the bottle well you might want to leave that to your friends. Ads wonderful kick to Chocolate shakes ,Stakes,Fires. I could go on for ever with what you can use this smooth tasting sauce for . But I'm far to busy trying to find something it doesn't taste good on ! Tell u.m Duke sent ya and receive a smile lol..<br />[...]",Positive,,,zz,0.146879892,0.065171272,0.214263124,0.174972815,0.130865148,0.131651527,0.126072495,0.214263124,3,Flavor/Taste,,,,
1405,1405,441129,B005VOONM6,XXX,XXX,0,0,4,1334707200,Good Ethiopian With a Strong Taste,"I actually googled this, so bear with me.  This is Ethiopian Yirgacheffe, not Ethiopian Harrar, which apparently is different.  ""Yirgacheffe is known for its orange flower scent.""  Having never smelled an orange flower, I couldn't tell you.  What I can tell you is that is Ethiopian that isn't burned like that well-known chain's version.  It also has cute life-affirming things on the box like, ""Profits donated to sport"", which is probably more meaningful if you live somewhere where they use ""sport"" as a noun.<br /><br />It can also be cold brewed, and I think I almost like it better that way.  The caffeine kick isn't quite what I expected, but then, this isn't that chain's Ethiopian, either.",Positive,,,zz,0.088464329,0.07704005,0.177341193,0.141712433,0.114706302,0.1312762,0.085688102,0.177341193,3,Flavor/Taste,,,,
1406,1406,441507,B002X4YYJE,XXX,XXX,0,0,5,1321488000,The Best Chai from Amazon.com,"I purchased this tea from Amazon because you cannot find it on the shelves at any stores in Washingon. It is the best. I drink at least 4 large cups every day, I enjoy it that much. If you want a good chai buy <a href=""http://www.amazon.com/gp/product/B002X4YYJE"">Chamba Chai Spiced Chai Latte 4lb. Container</a>. I think it is better then the Oregon Chai hands down.",Positive,,,zz,0.077762429,0.088717661,0.133356561,0.108694506,0.083274675,0.097542514,0.070561214,0.133356561,3,Flavor/Taste,,,,
1407,1407,441885,B004E4HUMY,XXX,XXX,0,2,5,1325030400,just enough sweet for me and perfect for work!,"I really like these, no calorie water flavorings that are small (fit in the palm of your hand) to use at home or on the go.  I took this one to work and am sweetening my water up at the office.  I like all of the flavors I have tried so far, peach mango, watermelon strawberry and this one, sweet tea.  It has just the right mix of tea taste and sweetness.  I drink diet drinks sometimes so I don't have an aversion to a little aftertaste, but I really can't make one out with any of the flavors I have tried.  I have since purchased another flavor after testing these and would recommend if you think water is ""boring"" but need to get your ounces in.  I would definitely recommend to others.",Positive,,,zz,0.184663674,0.11207164,0.302008186,0.256804005,0.094993852,0.164246545,0.144148479,0.302008186,3,Flavor/Taste,,,,
1408,1408,442263,B0065JENSU,XXX,XXX,0,0,3,1334448000,disapointed,after reading other reviews opted for the sachets instead of the bags. I find the flavor ok but not as strong as hoped for. the aroma was faint also. i love this company but will stick to thier paris tea.,Positive,,,zz,0.111160619,0.035035014,0.173852138,0.11923585,0.072199993,0.173694126,0.086718666,0.173852138,3,Flavor/Taste,,,,
1409,1409,442641,B004W7TB3Y,XXX,XXX,4,4,5,1312761600,Smooth & Awakening!,"Tazo Awake Full Leaf Tea is the best black tea I have ever tasted.  It is much better than the ground tea bags you would find in the grocery store (even of the same brand and type!).  It is very smooth, yet bold, delicious drank straight or with a splash of milk and a little sugar.<br /><br />The caffeine content is perfect to give you a little heart racing boost and get your day started.  I am not a coffee drinker so I use this as my morning wake up drink.  Love it and always have it on me, even when traveling.",Positive,,,zz,0.267610701,0.136810364,0.26810304,0.19252604,0.138774962,0.168195587,0.16294833,0.26810304,3,Flavor/Taste,,,,
1410,1410,443019,B000I68S9Q,XXX,XXX,3,3,4,1257724800,If You Like Rocky Road ...,Pretty good stuff ... add a star if you are a real rocky road freak.,Positive,,,zz,0.031847835,0.054952607,0.090374274,0.096941684,0.029521022,0.064203425,0.078367762,0.096941684,4,Nutrition,,,,
1411,1411,443397,B007TDRHVG,XXX,XXX,1,1,5,1346025600,Wonderful meat substitute for vegan recipes.,So pleased I could purchase this product online because it is not available in my local stores. It makes a wonderful meat substitute for vegan recipes such as Barbeque Jackfruit Sandwiches and Jackfruit Carnitas Tacos.,Positive,,,zz,0.050897426,0.052527399,0.125868748,0.119288751,0.108820605,0.139673459,0.054966705,0.139673459,6,Price,,,,
1412,1412,443775,B0034EDM2W,XXX,XXX,0,0,5,1312502400,Great Afternoon Snacks.,I enjoy these bars during the afternoon for that craving. The nut and fruit consistency is really good and the size of the bar is just enough to fill you until dinner.,Positive,,,zz,0.038539194,0.023373498,0.106518627,0.143267179,0.021819256,0.05398238,0.057773279,0.143267179,4,Nutrition,,,,
